"Site","Stream","precip","Date"
"TC17","Turkey Creek",0,2016-09-17
"WC18","Walnut Creek",0,2016-09-17
"BDB1","Beaverdam Branch",0,2016-09-18
"BB2","Big Branch",0,2016-09-18
"BBS3","Big Branch South",0,2016-09-18
"CC4","Crabtree Creek",0,2016-09-18
"CC5","Crabtree Creek",0,2016-09-18
"HSC6","Hare Snipe Creek",0,2016-09-18
"HC7","House Creek",0,2016-09-18
"LBC8","Little Brier Creek",0,2016-09-18
"MC9","Marsh Creek",0,2016-09-18
"MC10","Mine Creek",0,2016-09-18
"PC11","Perry Creek",0,2016-09-18
"PHB12","Pigeon House Branch",0,2016-09-18
"RC13","Richland Creek",0,2016-09-18
"RC14","Richland Creek-WF",0,2016-09-18
"RB15","Rocky Branch",0,2016-09-18
"SC16","Sycamore Creek",0,2016-09-18
"TC17","Turkey Creek",0,2016-09-18
"WC18","Walnut Creek",0,2016-09-18
"BDB1","Beaverdam Branch",0.45100000500679,2016-09-19
"BB2","Big Branch",0.305000007152557,2016-09-19
"BBS3","Big Branch South",0.0529999993741512,2016-09-19
"CC4","Crabtree Creek",0.33899998664856,2016-09-19
"CC5","Crabtree Creek",0,2016-09-19
"HSC6","Hare Snipe Creek",0.33899998664856,2016-09-19
"HC7","House Creek",0.45100000500679,2016-09-19
"LBC8","Little Brier Creek",4.62400007247925,2016-09-19
"MC9","Marsh Creek",0,2016-09-19
"MC10","Mine Creek",0.45100000500679,2016-09-19
"PC11","Perry Creek",1.1599999666214,2016-09-19
"PHB12","Pigeon House Branch",0.0240000002086163,2016-09-19
"RC13","Richland Creek",0.33899998664856,2016-09-19
"RC14","Richland Creek-WF",1.15699994564056,2016-09-19
"RB15","Rocky Branch",1,2016-09-19
"SC16","Sycamore Creek",0.33899998664856,2016-09-19
"TC17","Turkey Creek",0.33899998664856,2016-09-19
"WC18","Walnut Creek",0.0410000011324883,2016-09-19
"BDB1","Beaverdam Branch",15.8070001602173,2016-09-20
"BB2","Big Branch",19.9559993743896,2016-09-20
"BBS3","Big Branch South",10.7080001831055,2016-09-20
"CC4","Crabtree Creek",23.30299949646,2016-09-20
"CC5","Crabtree Creek",14.3579998016357,2016-09-20
"HSC6","Hare Snipe Creek",23.30299949646,2016-09-20
"HC7","House Creek",15.8070001602173,2016-09-20
"LBC8","Little Brier Creek",32.7960014343262,2016-09-20
"MC9","Marsh Creek",14.3579998016357,2016-09-20
"MC10","Mine Creek",15.8070001602173,2016-09-20
"PC11","Perry Creek",23.492000579834,2016-09-20
"PHB12","Pigeon House Branch",20.4389991760254,2016-09-20
"RC13","Richland Creek",23.30299949646,2016-09-20
"RC14","Richland Creek-WF",28.632999420166,2016-09-20
"RB15","Rocky Branch",22.6889991760254,2016-09-20
"SC16","Sycamore Creek",23.30299949646,2016-09-20
"TC17","Turkey Creek",23.30299949646,2016-09-20
"WC18","Walnut Creek",9.51900005340576,2016-09-20
"BDB1","Beaverdam Branch",12.6319999694824,2016-09-21
"BB2","Big Branch",14.2959995269775,2016-09-21
"BBS3","Big Branch South",12.6709995269775,2016-09-21
"CC4","Crabtree Creek",9.68099975585938,2016-09-21
"CC5","Crabtree Creek",12.9300003051758,2016-09-21
"HSC6","Hare Snipe Creek",9.68099975585938,2016-09-21
"HC7","House Creek",12.6319999694824,2016-09-21
"LBC8","Little Brier Creek",7.09800004959106,2016-09-21
"MC9","Marsh Creek",12.9300003051758,2016-09-21
"MC10","Mine Creek",12.6319999694824,2016-09-21
"PC11","Perry Creek",9.23499965667725,2016-09-21
"PHB12","Pigeon House Branch",14.4130001068115,2016-09-21
"RC13","Richland Creek",9.68099975585938,2016-09-21
"RC14","Richland Creek-WF",7.88100004196167,2016-09-21
"RB15","Rocky Branch",13.7290000915527,2016-09-21
"SC16","Sycamore Creek",9.68099975585938,2016-09-21
"TC17","Turkey Creek",9.68099975585938,2016-09-21
"WC18","Walnut Creek",12.2829999923706,2016-09-21
"BDB1","Beaverdam Branch",12.2580003738403,2016-09-22
"BB2","Big Branch",12.5989999771118,2016-09-22
"BBS3","Big Branch South",20.1909999847412,2016-09-22
"CC4","Crabtree Creek",12.5389995574951,2016-09-22
"CC5","Crabtree Creek",15.3970003128052,2016-09-22
"HSC6","Hare Snipe Creek",12.5389995574951,2016-09-22
"HC7","House Creek",12.2580003738403,2016-09-22
"LBC8","Little Brier Creek",11.1350002288818,2016-09-22
"MC9","Marsh Creek",15.3970003128052,2016-09-22
"MC10","Mine Creek",12.2580003738403,2016-09-22
"PC11","Perry Creek",19.8040008544922,2016-09-22
"PHB12","Pigeon House Branch",13.2370004653931,2016-09-22
"RC13","Richland Creek",12.5389995574951,2016-09-22
"RC14","Richland Creek-WF",16.7110004425049,2016-09-22
"RB15","Rocky Branch",18.0849990844727,2016-09-22
"SC16","Sycamore Creek",12.5389995574951,2016-09-22
"TC17","Turkey Creek",12.5389995574951,2016-09-22
"WC18","Walnut Creek",18.4459991455078,2016-09-22
"BDB1","Beaverdam Branch",1.10500001907349,2016-09-23
"BB2","Big Branch",1.3289999961853,2016-09-23
"BBS3","Big Branch South",1.67799997329712,2016-09-23
"CC4","Crabtree Creek",1.682000041008,2016-09-23
"CC5","Crabtree Creek",1.08899998664856,2016-09-23
"HSC6","Hare Snipe Creek",1.682000041008,2016-09-23
"HC7","House Creek",1.10500001907349,2016-09-23
"LBC8","Little Brier Creek",5.02099990844727,2016-09-23
"MC9","Marsh Creek",1.08899998664856,2016-09-23
"MC10","Mine Creek",1.10500001907349,2016-09-23
"PC11","Perry Creek",4.05800008773804,2016-09-23
"PHB12","Pigeon House Branch",0.675000011920929,2016-09-23
"RC13","Richland Creek",1.682000041008,2016-09-23
"RC14","Richland Creek-WF",5.81300020217896,2016-09-23
"RB15","Rocky Branch",1.77400004863739,2016-09-23
"SC16","Sycamore Creek",1.682000041008,2016-09-23
"TC17","Turkey Creek",1.682000041008,2016-09-23
"WC18","Walnut Creek",4.70599985122681,2016-09-23
"BDB1","Beaverdam Branch",0,2016-09-24
"BB2","Big Branch",0,2016-09-24
"BBS3","Big Branch South",0,2016-09-24
"CC4","Crabtree Creek",0,2016-09-24
"CC5","Crabtree Creek",0,2016-09-24
"HSC6","Hare Snipe Creek",0,2016-09-24
"HC7","House Creek",0,2016-09-24
"LBC8","Little Brier Creek",0,2016-09-24
"MC9","Marsh Creek",0,2016-09-24
"MC10","Mine Creek",0,2016-09-24
"PC11","Perry Creek",0,2016-09-24
"PHB12","Pigeon House Branch",0,2016-09-24
"RC13","Richland Creek",0,2016-09-24
"RC14","Richland Creek-WF",0,2016-09-24
"RB15","Rocky Branch",0,2016-09-24
"SC16","Sycamore Creek",0,2016-09-24
"TC17","Turkey Creek",0,2016-09-24
"WC18","Walnut Creek",0,2016-09-24
"BDB1","Beaverdam Branch",0,2016-09-25
"BB2","Big Branch",0,2016-09-25
"BBS3","Big Branch South",0,2016-09-25
"CC4","Crabtree Creek",0,2016-09-25
"CC5","Crabtree Creek",0,2016-09-25
"HSC6","Hare Snipe Creek",0,2016-09-25
"HC7","House Creek",0,2016-09-25
"LBC8","Little Brier Creek",0,2016-09-25
"MC9","Marsh Creek",0,2016-09-25
"MC10","Mine Creek",0,2016-09-25
"PC11","Perry Creek",0,2016-09-25
"PHB12","Pigeon House Branch",0,2016-09-25
"RC13","Richland Creek",0,2016-09-25
"RC14","Richland Creek-WF",0,2016-09-25
"RB15","Rocky Branch",0,2016-09-25
"SC16","Sycamore Creek",0,2016-09-25
"TC17","Turkey Creek",0,2016-09-25
"WC18","Walnut Creek",0,2016-09-25
"BDB1","Beaverdam Branch",0.111000001430511,2016-09-26
"BB2","Big Branch",0,2016-09-26
"BBS3","Big Branch South",0,2016-09-26
"CC4","Crabtree Creek",0.493999987840652,2016-09-26
"CC5","Crabtree Creek",0,2016-09-26
"HSC6","Hare Snipe Creek",0.493999987840652,2016-09-26
"HC7","House Creek",0.111000001430511,2016-09-26
"LBC8","Little Brier Creek",0,2016-09-26
"MC9","Marsh Creek",0,2016-09-26
"MC10","Mine Creek",0.111000001430511,2016-09-26
"PC11","Perry Creek",0,2016-09-26
"PHB12","Pigeon House Branch",0,2016-09-26
"RC13","Richland Creek",0.493999987840652,2016-09-26
"RC14","Richland Creek-WF",0,2016-09-26
"RB15","Rocky Branch",0,2016-09-26
"SC16","Sycamore Creek",0.493999987840652,2016-09-26
"TC17","Turkey Creek",0.493999987840652,2016-09-26
"WC18","Walnut Creek",0,2016-09-26
"BDB1","Beaverdam Branch",1.49600005149841,2016-09-27
"BB2","Big Branch",1.48399996757507,2016-09-27
"BBS3","Big Branch South",1.00300002098083,2016-09-27
"CC4","Crabtree Creek",1.11000001430511,2016-09-27
"CC5","Crabtree Creek",1.25399994850159,2016-09-27
"HSC6","Hare Snipe Creek",1.11000001430511,2016-09-27
"HC7","House Creek",1.49600005149841,2016-09-27
"LBC8","Little Brier Creek",1.26300001144409,2016-09-27
"MC9","Marsh Creek",1.25399994850159,2016-09-27
"MC10","Mine Creek",1.49600005149841,2016-09-27
"PC11","Perry Creek",1.94500005245209,2016-09-27
"PHB12","Pigeon House Branch",1.05499994754791,2016-09-27
"RC13","Richland Creek",1.11000001430511,2016-09-27
"RC14","Richland Creek-WF",0,2016-09-27
"RB15","Rocky Branch",0.953000009059906,2016-09-27
"SC16","Sycamore Creek",1.11000001430511,2016-09-27
"TC17","Turkey Creek",1.11000001430511,2016-09-27
"WC18","Walnut Creek",1.49699997901917,2016-09-27
"BDB1","Beaverdam Branch",0,2016-09-28
"BB2","Big Branch",0,2016-09-28
"BBS3","Big Branch South",0.0590000003576279,2016-09-28
"CC4","Crabtree Creek",0.00400000018998981,2016-09-28
"CC5","Crabtree Creek",0.00100000004749745,2016-09-28
"HSC6","Hare Snipe Creek",0.00400000018998981,2016-09-28
"HC7","House Creek",0,2016-09-28
"LBC8","Little Brier Creek",0.0560000017285347,2016-09-28
"MC9","Marsh Creek",0.00100000004749745,2016-09-28
"MC10","Mine Creek",0,2016-09-28
"PC11","Perry Creek",0,2016-09-28
"PHB12","Pigeon House Branch",0,2016-09-28
"RC13","Richland Creek",0.00400000018998981,2016-09-28
"RC14","Richland Creek-WF",0.194999992847443,2016-09-28
"RB15","Rocky Branch",0.0130000002682209,2016-09-28
"SC16","Sycamore Creek",0.00400000018998981,2016-09-28
"TC17","Turkey Creek",0.00400000018998981,2016-09-28
"WC18","Walnut Creek",1.13999998569489,2016-09-28
"BDB1","Beaverdam Branch",18.5300006866455,2016-09-29
"BB2","Big Branch",18.0179996490479,2016-09-29
"BBS3","Big Branch South",29.5270004272461,2016-09-29
"CC4","Crabtree Creek",20.8110008239746,2016-09-29
"CC5","Crabtree Creek",25.6650009155273,2016-09-29
"HSC6","Hare Snipe Creek",20.8110008239746,2016-09-29
"HC7","House Creek",18.5300006866455,2016-09-29
"LBC8","Little Brier Creek",21.3509998321533,2016-09-29
"MC9","Marsh Creek",25.6650009155273,2016-09-29
"MC10","Mine Creek",18.5300006866455,2016-09-29
"PC11","Perry Creek",27.9650001525879,2016-09-29
"PHB12","Pigeon House Branch",19.9449996948242,2016-09-29
"RC13","Richland Creek",20.8110008239746,2016-09-29
"RC14","Richland Creek-WF",18.8990001678467,2016-09-29
"RB15","Rocky Branch",23.6599998474121,2016-09-29
"SC16","Sycamore Creek",20.8110008239746,2016-09-29
"TC17","Turkey Creek",20.8110008239746,2016-09-29
"WC18","Walnut Creek",32.4850006103516,2016-09-29
"BDB1","Beaverdam Branch",0,2016-09-30
"BB2","Big Branch",0.00499999988824129,2016-09-30
"BBS3","Big Branch South",0.504999995231628,2016-09-30
"CC4","Crabtree Creek",0,2016-09-30
"CC5","Crabtree Creek",0.119999997317791,2016-09-30
"HSC6","Hare Snipe Creek",0,2016-09-30
"HC7","House Creek",0,2016-09-30
"LBC8","Little Brier Creek",0.0179999992251396,2016-09-30
"MC9","Marsh Creek",0.119999997317791,2016-09-30
"MC10","Mine Creek",0,2016-09-30
"PC11","Perry Creek",0.379000008106232,2016-09-30
"PHB12","Pigeon House Branch",0,2016-09-30
"RC13","Richland Creek",0,2016-09-30
"RC14","Richland Creek-WF",1.25800001621246,2016-09-30
"RB15","Rocky Branch",0.0549999997019768,2016-09-30
"SC16","Sycamore Creek",0,2016-09-30
"TC17","Turkey Creek",0,2016-09-30
"WC18","Walnut Creek",2.63000011444092,2016-09-30
"BDB1","Beaverdam Branch",14.3100004196167,2016-10-01
"BB2","Big Branch",14.1470003128052,2016-10-01
"BBS3","Big Branch South",29.4979991912842,2016-10-01
"CC4","Crabtree Creek",11.3529996871948,2016-10-01
"CC5","Crabtree Creek",26.5310001373291,2016-10-01
"HSC6","Hare Snipe Creek",11.3529996871948,2016-10-01
"HC7","House Creek",14.3100004196167,2016-10-01
"LBC8","Little Brier Creek",3.31599998474121,2016-10-01
"MC9","Marsh Creek",26.5310001373291,2016-10-01
"MC10","Mine Creek",14.3100004196167,2016-10-01
"PC11","Perry Creek",26.4270000457764,2016-10-01
"PHB12","Pigeon House Branch",15.7049999237061,2016-10-01
"RC13","Richland Creek",11.3529996871948,2016-10-01
"RC14","Richland Creek-WF",11.08899974823,2016-10-01
"RB15","Rocky Branch",29.9230003356934,2016-10-01
"SC16","Sycamore Creek",11.3529996871948,2016-10-01
"TC17","Turkey Creek",11.3529996871948,2016-10-01
"WC18","Walnut Creek",20.2059993743896,2016-10-01
"BDB1","Beaverdam Branch",0,2016-10-02
"BB2","Big Branch",0,2016-10-02
"BBS3","Big Branch South",0,2016-10-02
"CC4","Crabtree Creek",0,2016-10-02
"CC5","Crabtree Creek",0,2016-10-02
"HSC6","Hare Snipe Creek",0,2016-10-02
"HC7","House Creek",0,2016-10-02
"LBC8","Little Brier Creek",0,2016-10-02
"MC9","Marsh Creek",0,2016-10-02
"MC10","Mine Creek",0,2016-10-02
"PC11","Perry Creek",0,2016-10-02
"PHB12","Pigeon House Branch",0,2016-10-02
"RC13","Richland Creek",0,2016-10-02
"RC14","Richland Creek-WF",0,2016-10-02
"RB15","Rocky Branch",0,2016-10-02
"SC16","Sycamore Creek",0,2016-10-02
"TC17","Turkey Creek",0,2016-10-02
"WC18","Walnut Creek",0.0280000008642673,2016-10-02
"BDB1","Beaverdam Branch",0,2016-10-03
"BB2","Big Branch",0,2016-10-03
"BBS3","Big Branch South",0,2016-10-03
"CC4","Crabtree Creek",0,2016-10-03
"CC5","Crabtree Creek",0,2016-10-03
"HSC6","Hare Snipe Creek",0,2016-10-03
"HC7","House Creek",0,2016-10-03
"LBC8","Little Brier Creek",0,2016-10-03
"MC9","Marsh Creek",0,2016-10-03
"MC10","Mine Creek",0,2016-10-03
"PC11","Perry Creek",0,2016-10-03
"PHB12","Pigeon House Branch",0,2016-10-03
"RC13","Richland Creek",0,2016-10-03
"RC14","Richland Creek-WF",0,2016-10-03
"RB15","Rocky Branch",0,2016-10-03
"SC16","Sycamore Creek",0,2016-10-03
"TC17","Turkey Creek",0,2016-10-03
"WC18","Walnut Creek",0,2016-10-03
"BDB1","Beaverdam Branch",0,2016-10-04
"BB2","Big Branch",0,2016-10-04
"BBS3","Big Branch South",0,2016-10-04
"CC4","Crabtree Creek",0,2016-10-04
"CC5","Crabtree Creek",0,2016-10-04
"HSC6","Hare Snipe Creek",0,2016-10-04
"HC7","House Creek",0,2016-10-04
"LBC8","Little Brier Creek",0,2016-10-04
"MC9","Marsh Creek",0,2016-10-04
"MC10","Mine Creek",0,2016-10-04
"PC11","Perry Creek",0,2016-10-04
"PHB12","Pigeon House Branch",0,2016-10-04
"RC13","Richland Creek",0,2016-10-04
"RC14","Richland Creek-WF",0,2016-10-04
"RB15","Rocky Branch",0,2016-10-04
"SC16","Sycamore Creek",0,2016-10-04
"TC17","Turkey Creek",0,2016-10-04
"WC18","Walnut Creek",0,2016-10-04
"BDB1","Beaverdam Branch",0,2016-10-05
"BB2","Big Branch",0,2016-10-05
"BBS3","Big Branch South",0,2016-10-05
"CC4","Crabtree Creek",0,2016-10-05
"CC5","Crabtree Creek",0,2016-10-05
"HSC6","Hare Snipe Creek",0,2016-10-05
"HC7","House Creek",0,2016-10-05
"LBC8","Little Brier Creek",0,2016-10-05
"MC9","Marsh Creek",0,2016-10-05
"MC10","Mine Creek",0,2016-10-05
"PC11","Perry Creek",0,2016-10-05
"PHB12","Pigeon House Branch",0,2016-10-05
"RC13","Richland Creek",0,2016-10-05
"RC14","Richland Creek-WF",0,2016-10-05
"RB15","Rocky Branch",0,2016-10-05
"SC16","Sycamore Creek",0,2016-10-05
"TC17","Turkey Creek",0,2016-10-05
"WC18","Walnut Creek",0,2016-10-05
"BDB1","Beaverdam Branch",0,2016-10-06
"BB2","Big Branch",0,2016-10-06
"BBS3","Big Branch South",0,2016-10-06
"CC4","Crabtree Creek",0,2016-10-06
"CC5","Crabtree Creek",0,2016-10-06
"HSC6","Hare Snipe Creek",0,2016-10-06
"HC7","House Creek",0,2016-10-06
"LBC8","Little Brier Creek",0,2016-10-06
"MC9","Marsh Creek",0,2016-10-06
"MC10","Mine Creek",0,2016-10-06
"PC11","Perry Creek",0,2016-10-06
"PHB12","Pigeon House Branch",0,2016-10-06
"RC13","Richland Creek",0,2016-10-06
"RC14","Richland Creek-WF",0,2016-10-06
"RB15","Rocky Branch",0,2016-10-06
"SC16","Sycamore Creek",0,2016-10-06
"TC17","Turkey Creek",0,2016-10-06
"WC18","Walnut Creek",0,2016-10-06
"BDB1","Beaverdam Branch",4.48899984359741,2016-10-07
"BB2","Big Branch",3.65499997138977,2016-10-07
"BBS3","Big Branch South",2.90899991989136,2016-10-07
"CC4","Crabtree Creek",4.73699998855591,2016-10-07
"CC5","Crabtree Creek",2.95300006866455,2016-10-07
"HSC6","Hare Snipe Creek",4.73699998855591,2016-10-07
"HC7","House Creek",4.48899984359741,2016-10-07
"LBC8","Little Brier Creek",4.7960000038147,2016-10-07
"MC9","Marsh Creek",2.95300006866455,2016-10-07
"MC10","Mine Creek",4.48899984359741,2016-10-07
"PC11","Perry Creek",4.52400016784668,2016-10-07
"PHB12","Pigeon House Branch",3.73399996757507,2016-10-07
"RC13","Richland Creek",4.73699998855591,2016-10-07
"RC14","Richland Creek-WF",4.6560001373291,2016-10-07
"RB15","Rocky Branch",3.9760000705719,2016-10-07
"SC16","Sycamore Creek",4.73699998855591,2016-10-07
"TC17","Turkey Creek",4.73699998855591,2016-10-07
"WC18","Walnut Creek",2.77500009536743,2016-10-07
"BDB1","Beaverdam Branch",23.181999206543,2016-10-08
"BB2","Big Branch",23.7649993896484,2016-10-08
"BBS3","Big Branch South",19.4640007019043,2016-10-08
"CC4","Crabtree Creek",22.3799991607666,2016-10-08
"CC5","Crabtree Creek",19.4769992828369,2016-10-08
"HSC6","Hare Snipe Creek",22.3799991607666,2016-10-08
"HC7","House Creek",23.181999206543,2016-10-08
"LBC8","Little Brier Creek",23.011999130249,2016-10-08
"MC9","Marsh Creek",19.4769992828369,2016-10-08
"MC10","Mine Creek",23.181999206543,2016-10-08
"PC11","Perry Creek",17.4479999542236,2016-10-08
"PHB12","Pigeon House Branch",22.7140007019043,2016-10-08
"RC13","Richland Creek",22.3799991607666,2016-10-08
"RC14","Richland Creek-WF",16.7770004272461,2016-10-08
"RB15","Rocky Branch",24.1040000915527,2016-10-08
"SC16","Sycamore Creek",22.3799991607666,2016-10-08
"TC17","Turkey Creek",22.3799991607666,2016-10-08
"WC18","Walnut Creek",22.3840007781982,2016-10-08
"BDB1","Beaverdam Branch",173.244995117188,2016-10-09
"BB2","Big Branch",169.024993896484,2016-10-09
"BBS3","Big Branch South",172.774002075195,2016-10-09
"CC4","Crabtree Creek",163.481994628906,2016-10-09
"CC5","Crabtree Creek",168.621994018555,2016-10-09
"HSC6","Hare Snipe Creek",163.481994628906,2016-10-09
"HC7","House Creek",173.244995117188,2016-10-09
"LBC8","Little Brier Creek",154.453002929688,2016-10-09
"MC9","Marsh Creek",168.621994018555,2016-10-09
"MC10","Mine Creek",173.244995117188,2016-10-09
"PC11","Perry Creek",170.315002441406,2016-10-09
"PHB12","Pigeon House Branch",180.52799987793,2016-10-09
"RC13","Richland Creek",163.481994628906,2016-10-09
"RC14","Richland Creek-WF",164.074005126953,2016-10-09
"RB15","Rocky Branch",176.444000244141,2016-10-09
"SC16","Sycamore Creek",163.481994628906,2016-10-09
"TC17","Turkey Creek",163.481994628906,2016-10-09
"WC18","Walnut Creek",175.055999755859,2016-10-09
"BDB1","Beaverdam Branch",0,2016-10-10
"BB2","Big Branch",0,2016-10-10
"BBS3","Big Branch South",0,2016-10-10
"CC4","Crabtree Creek",0,2016-10-10
"CC5","Crabtree Creek",0,2016-10-10
"HSC6","Hare Snipe Creek",0,2016-10-10
"HC7","House Creek",0,2016-10-10
"LBC8","Little Brier Creek",0,2016-10-10
"MC9","Marsh Creek",0,2016-10-10
"MC10","Mine Creek",0,2016-10-10
"PC11","Perry Creek",0,2016-10-10
"PHB12","Pigeon House Branch",0,2016-10-10
"RC13","Richland Creek",0,2016-10-10
"RC14","Richland Creek-WF",0,2016-10-10
"RB15","Rocky Branch",0,2016-10-10
"SC16","Sycamore Creek",0,2016-10-10
"TC17","Turkey Creek",0,2016-10-10
"WC18","Walnut Creek",0,2016-10-10
"BDB1","Beaverdam Branch",0,2016-10-11
"BB2","Big Branch",0,2016-10-11
"BBS3","Big Branch South",0,2016-10-11
"CC4","Crabtree Creek",0,2016-10-11
"CC5","Crabtree Creek",0,2016-10-11
"HSC6","Hare Snipe Creek",0,2016-10-11
"HC7","House Creek",0,2016-10-11
"LBC8","Little Brier Creek",0,2016-10-11
"MC9","Marsh Creek",0,2016-10-11
"MC10","Mine Creek",0,2016-10-11
"PC11","Perry Creek",0,2016-10-11
"PHB12","Pigeon House Branch",0,2016-10-11
"RC13","Richland Creek",0,2016-10-11
"RC14","Richland Creek-WF",0,2016-10-11
"RB15","Rocky Branch",0,2016-10-11
"SC16","Sycamore Creek",0,2016-10-11
"TC17","Turkey Creek",0,2016-10-11
"WC18","Walnut Creek",0,2016-10-11
"BDB1","Beaverdam Branch",0,2016-10-12
"BB2","Big Branch",0,2016-10-12
"BBS3","Big Branch South",0,2016-10-12
"CC4","Crabtree Creek",0,2016-10-12
"CC5","Crabtree Creek",0,2016-10-12
"HSC6","Hare Snipe Creek",0,2016-10-12
"HC7","House Creek",0,2016-10-12
"LBC8","Little Brier Creek",0,2016-10-12
"MC9","Marsh Creek",0,2016-10-12
"MC10","Mine Creek",0,2016-10-12
"PC11","Perry Creek",0,2016-10-12
"PHB12","Pigeon House Branch",0,2016-10-12
"RC13","Richland Creek",0,2016-10-12
"RC14","Richland Creek-WF",0,2016-10-12
"RB15","Rocky Branch",0,2016-10-12
"SC16","Sycamore Creek",0,2016-10-12
"TC17","Turkey Creek",0,2016-10-12
"WC18","Walnut Creek",0,2016-10-12
"BDB1","Beaverdam Branch",0,2016-10-13
"BB2","Big Branch",0,2016-10-13
"BBS3","Big Branch South",0,2016-10-13
"CC4","Crabtree Creek",0,2016-10-13
"CC5","Crabtree Creek",0,2016-10-13
"HSC6","Hare Snipe Creek",0,2016-10-13
"HC7","House Creek",0,2016-10-13
"LBC8","Little Brier Creek",0,2016-10-13
"MC9","Marsh Creek",0,2016-10-13
"MC10","Mine Creek",0,2016-10-13
"PC11","Perry Creek",0,2016-10-13
"PHB12","Pigeon House Branch",0,2016-10-13
"RC13","Richland Creek",0,2016-10-13
"RC14","Richland Creek-WF",0,2016-10-13
"RB15","Rocky Branch",0,2016-10-13
"SC16","Sycamore Creek",0,2016-10-13
"TC17","Turkey Creek",0,2016-10-13
"WC18","Walnut Creek",0,2016-10-13
"BDB1","Beaverdam Branch",0,2016-10-14
"BB2","Big Branch",0,2016-10-14
"BBS3","Big Branch South",0,2016-10-14
"CC4","Crabtree Creek",0,2016-10-14
"CC5","Crabtree Creek",0,2016-10-14
"HSC6","Hare Snipe Creek",0,2016-10-14
"HC7","House Creek",0,2016-10-14
"LBC8","Little Brier Creek",0,2016-10-14
"MC9","Marsh Creek",0,2016-10-14
"MC10","Mine Creek",0,2016-10-14
"PC11","Perry Creek",0,2016-10-14
"PHB12","Pigeon House Branch",0,2016-10-14
"RC13","Richland Creek",0,2016-10-14
"RC14","Richland Creek-WF",0,2016-10-14
"RB15","Rocky Branch",0,2016-10-14
"SC16","Sycamore Creek",0,2016-10-14
"TC17","Turkey Creek",0,2016-10-14
"WC18","Walnut Creek",0,2016-10-14
"BDB1","Beaverdam Branch",0,2016-10-15
"BB2","Big Branch",0,2016-10-15
"BBS3","Big Branch South",0,2016-10-15
"CC4","Crabtree Creek",0,2016-10-15
"CC5","Crabtree Creek",0,2016-10-15
"HSC6","Hare Snipe Creek",0,2016-10-15
"HC7","House Creek",0,2016-10-15
"LBC8","Little Brier Creek",0,2016-10-15
"MC9","Marsh Creek",0,2016-10-15
"MC10","Mine Creek",0,2016-10-15
"PC11","Perry Creek",0,2016-10-15
"PHB12","Pigeon House Branch",0,2016-10-15
"RC13","Richland Creek",0,2016-10-15
"RC14","Richland Creek-WF",0,2016-10-15
"RB15","Rocky Branch",0,2016-10-15
"SC16","Sycamore Creek",0,2016-10-15
"TC17","Turkey Creek",0,2016-10-15
"WC18","Walnut Creek",0,2016-10-15
"BDB1","Beaverdam Branch",0,2016-10-16
"BB2","Big Branch",0,2016-10-16
"BBS3","Big Branch South",0,2016-10-16
"CC4","Crabtree Creek",0,2016-10-16
"CC5","Crabtree Creek",0,2016-10-16
"HSC6","Hare Snipe Creek",0,2016-10-16
"HC7","House Creek",0,2016-10-16
"LBC8","Little Brier Creek",0,2016-10-16
"MC9","Marsh Creek",0,2016-10-16
"MC10","Mine Creek",0,2016-10-16
"PC11","Perry Creek",0,2016-10-16
"PHB12","Pigeon House Branch",0,2016-10-16
"RC13","Richland Creek",0,2016-10-16
"RC14","Richland Creek-WF",0,2016-10-16
"RB15","Rocky Branch",0,2016-10-16
"SC16","Sycamore Creek",0,2016-10-16
"TC17","Turkey Creek",0,2016-10-16
"WC18","Walnut Creek",0,2016-10-16
"BDB1","Beaverdam Branch",0,2016-10-17
"BB2","Big Branch",0,2016-10-17
"BBS3","Big Branch South",0,2016-10-17
"CC4","Crabtree Creek",0,2016-10-17
"CC5","Crabtree Creek",0,2016-10-17
"HSC6","Hare Snipe Creek",0,2016-10-17
"HC7","House Creek",0,2016-10-17
"LBC8","Little Brier Creek",0,2016-10-17
"MC9","Marsh Creek",0,2016-10-17
"MC10","Mine Creek",0,2016-10-17
"PC11","Perry Creek",0,2016-10-17
"PHB12","Pigeon House Branch",0,2016-10-17
"RC13","Richland Creek",0,2016-10-17
"RC14","Richland Creek-WF",0,2016-10-17
"RB15","Rocky Branch",0,2016-10-17
"SC16","Sycamore Creek",0,2016-10-17
"TC17","Turkey Creek",0,2016-10-17
"WC18","Walnut Creek",0,2016-10-17
"BDB1","Beaverdam Branch",0,2016-10-18
"BB2","Big Branch",0,2016-10-18
"BBS3","Big Branch South",0,2016-10-18
"CC4","Crabtree Creek",0,2016-10-18
"CC5","Crabtree Creek",0,2016-10-18
"HSC6","Hare Snipe Creek",0,2016-10-18
"HC7","House Creek",0,2016-10-18
"LBC8","Little Brier Creek",0,2016-10-18
"MC9","Marsh Creek",0,2016-10-18
"MC10","Mine Creek",0,2016-10-18
"PC11","Perry Creek",0,2016-10-18
"PHB12","Pigeon House Branch",0,2016-10-18
"RC13","Richland Creek",0,2016-10-18
"RC14","Richland Creek-WF",0,2016-10-18
"RB15","Rocky Branch",0,2016-10-18
"SC16","Sycamore Creek",0,2016-10-18
"TC17","Turkey Creek",0,2016-10-18
"WC18","Walnut Creek",0,2016-10-18
"BDB1","Beaverdam Branch",0,2016-10-19
"BB2","Big Branch",0,2016-10-19
